,bite_convert_date ,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,victim_zip
2045,2011-06-29,DOG,,FEMALE,SALT-PEPPE,40245
2046,2011-06-28,DOG,PIT BULL,,BLACK,40272
2047,2011-06-30,DOG,,MALE,BLK-WHT,40272
2048,2011-07-02,DOG,DACHSHUND,MALE,BLK-TAN,40217
2049,2011-07-02,DOG,,MALE,BLACK,40299
2050,2011-07-04,DOG,BOSTON TERRIER,FEMALE,BLACK/WHIT,40229
2051,2011-07-02,DOG,SIBERAN HUSKY,MALE,RED-WHT,13440
2052,2011-06-29,DOG,SHIH TZU,MALE,WHT-TAN,40215
2053,2011-07-04,DOG,,,BLACK,40218
2054,2011-06-30,DOG,,,,40216
2055,2011-07-03,DOG,PIT BULL,MALE,WHITE,40258
2056,2011-07-02,DOG,PIT BULL,MALE,WHITE,40258
2057,2011-06-28,CAT,,,,40222
2058,2011-07-03,DOG,,,,40222
2059,2011-06-27,DOG,,FEMALE,TAN-BLK,40242
2060,2011-07-05,DOG,,MALE,GRAY,40216
2061,2011-07-04,DOG,,MALE,BLK-TAN,40291
2062,2011-07-05,DOG,OTHER,MALE,WHITE-BLK,40291
2063,2011-07-02,DOG,,MALE,BLACK,40213
2064,2011-07-06,DOG,BOXER,MALE,BLK-BROWN,
2066,2011-07-06,DOG,BEAGLE,FEMALE,BROWN,40118
2067,2011-07-03,DOG,LABRADOR RETRIV,MALE,BLACK,40214
2068,2011-07-07,DOG,,,BROWN,47150
2069,2011-06-30,DOG,,MALE,BLACK-WHT,40215
2070,2011-06-29,DOG,AIREDALE TER.,,BROWN-BLK,40241
2071,2011-07-04,DOG,AM. ESKIMO,MALE,WHITE,
2072,2011-07-05,DOG,,MALE,RED,40214
2073,2011-07-09,DOG,,,,40216
2074,2011-07-06,DOG,GERM SHEPHERD,,TAN-BLACK,40214
2075,2011-07-08,DOG,,FEMALE,BLK-WHITE,40213
2076,2011-06-29,DOG,PIT BULL,MALE,TAN-WHITE,40228
2077,2011-07-10,DOG,,,,40258
2078,2011-07-10,DOG,,,,40299
2079,2011-07-11,CAT,,,,40242
2080,2011-07-11,DOG,,FEMALE,BRN-WHT,40215
2081,2011-07-11,DOG,,MALE,WHT-BLK,40272
2082,2011-07-12,DOG,SHELTIE,MALE,BRN-WHT,40211
2083,2011-07-14,DOG,CHICHAUHUA,MALE,WHITE-BLK,40222
2084,2011-07-11,DOG,PIT BULL,,,40210
2085,2011-07-12,DOG,,,,40272
2086,2011-07-13,DOG,,,,40299
2087,2011-07-14,DOG,LABRADOR RETRIV,MALE,BLACK,40299
2088,2011-07-14,DOG,,,GREY,40241
2089,2011-07-13,DOG,,MALE,BRINDLE-WH,40216
2090,2011-07-14,DOG,,,,40258
2091,2011-07-13,DOG,,,,40243
2092,2011-07-13,DOG,SHIH TZU,FEMALE,REDDISH BR,47161
2093,2011-04-14,DOG,LABRADOR RETRIV,MALE,BLONDE,40228
2094,2011-07-14,DOG,,MALE,TRI,40229
2095,2011-07-14,DOG,PIT BULL,FEMALE,WHITE-TAN,40272
2096,2011-07-13,DOG,,MALE,BRN-WHT,40208
2097,2011-07-13,CAT,,,,40215
2098,2011-07-08,DOG,,,BLK-WHT,40228
2099,2011-07-17,DOG,PIT BULL,FEMALE,BROWN-WHT,40212
2100,2011-07-17,DOG,,MALE,BLACK,40218
2101,2011-07-16,DOG,AM BULLDOG,MALE,BLK-WHT,40272
2102,2011-07-17,DOG,BICHON FRISE,MALE,WHITE,40299
2103,2011-07-17,DOG,,FEMALE,BROWN-WHT,40205
2104,2011-07-17,DOG,PIT BULL,FEMALE,BLACK-WHIT,40208
2105,2011-07-15,DOG,,,BROWN,40220
2106,2011-07-16,DOG,,MALE,BROWNISH,40220
2107,2011-07-16,DOG,LABRADOR RETRIV,,,40272
2108,2011-07-15,DOG,,,,40220
2109,2011-07-14,DOG,,,BLACK,40258
2110,2011-07-16,RACCOON,,,,40207
2112,2011-07-15,RACCOON,,,,40216
2113,2011-07-19,DOG,,,,40223
2114,2011-07-19,DOG,,,,40223
2115,2011-07-15,BAT,,,,40214
2116,2011-07-19,DOG,,MALE,BLACK,40215
2117,2011-07-19,CAT,,MALE,BEIGE,40213
2118,2011-07-18,CAT,,FEMALE,BLK,40213
2119,2011-07-21,DOG,,MALE,BLACK,40216
2120,2011-07-21,DOG,,,GRAY,40203
2121,2011-07-21,DOG,,MALE,WHT-BRN,40220
2122,2011-07-20,DOG,,,,40215
2123,2011-07-20,DOG,PUG,MALE,BRN-BLK,40299
2124,2011-07-21,CAT,,MALE,BRINDLE,40223
2125,2011-07-21,DOG,,MALE,BLACK,40212
2126,2011-07-20,DOG,GREYHOUND,MALE,FAWN-WHT,40245
2127,2011-07-23,DOG,,MALE,BLACK,40205
2128,2011-07-21,DOG,CHICHAUHUA,MALE,BEIGE,40272
2129,2011-07-19,DOG,,FEMALE,BLACK,40216
2130,2011-07-19,CAT,,FEMALE,BLACK,40214
2131,2011-07-14,DOG,,,BLK-WHT,40217
2132,2011-07-20,DOG,,,,40206
2133,2011-07-21,DOG,PIT BULL,MALE,WHITE-BLK,40211
2134,2011-07-20,DOG,,,,40272
2135,2011-07-22,DOG,CHICHAUHUA,MALE,BLALCK,40214
2136,2011-07-22,DOG,,,,40272
2137,2011-07-21,DOG,,MALE,TAN,40272
2138,2011-07-23,DOG,GERM SHEPHERD,,BROWN,40203
2139,2011-07-23,DOG,PIT BULL,MALE,BRN-WHT,40118
2140,2011-07-22,CAT,,,,40216
2141,2011-07-15,DOG,PIT BULL,MALE,BRN-WHT,40220
2142,2011-07-15,DOG,,MALE,WHT-BLK,40245
2143,2011-07-18,CAT,,FEMALE,BLK-WHT,40291
2144,2011-07-25,DOG,CHICHAUHUA,,TAN,40214
2145,2011-07-23,DOG,,MALE,TRI,40229
2146,2011-07-25,CAT,,,,40291
2147,2011-07-20,DOG,,,RED,40272
2149,2011-07-25,DOG,,MALE,W-B-GRAY,40214
2150,2011-07-25,DOG,,,,40219
2151,2011-07-26,DOG,,MALE,BROWN,40213
2152,2011-07-27,CAT,,MALE,ORANGE-WHT,40272
2153,2011-07-17,CAT,,,,40272
2154,2011-07-25,DOG,,,,40241
2155,2011-07-23,DOG,,,,40245
2156,2011-07-23,DOG,,,,40223
2157,2011-07-28,DOG,,FEMALE,,40219
2158,2011-07-28,DOG,CHOW CHOW,MALE,BLONDE,40272
2159,2011-07-26,CAT,,,,40220
2160,2011-07-28,DOG,DOBERMAN,MALE,BLK,40299
2161,2011-07-27,DOG,,FEMALE,BLK-BROWN,40291
2162,2011-07-26,DOG,,MALE,BROWN,40258
2163,2011-07-28,CAT,,,GRAY,40241
2164,2011-07-27,DOG,,FEMALE,BLK-WHT,40212
2165,2011-07-27,DOG,AIREDALE TER.,MALE,BLK-BRN,40202
2166,2011-07-28,DOG,BOSTON TERRIER,FEMALE,BLK-WHT,40215
2167,2011-07-30,DOG,,MALE,BLK-WHT,40220
2168,2011-07-30,DOG,GERM SHEPHERD,FEMALE,BLK-BRN,40223
2169,2011-07-31,DOG,SCHNAUZER,MALE,GRAY,40272
2170,2011-07-28,,,,,40220
2171,2011-07-30,DOG,,MALE,WH/BR/BLAC,40272
2172,2011-07-31,DOG,DOTSON,MALE,BROWN,40272
2173,2011-08-04,DOG,CHOW CHOW,FEMALE,GRAY/BROWN,42701
2174,2011-08-03,DOG,PIT BULL,,,40210
2175,2011-08-03,DOG,,,,40223
2176,2011-08-02,DOG,,FEMALE,BROWNISH,40220
2177,2011-08-03,BAT,,,,40214
2178,2011-07-31,CAT,,,BLACK,40204
2179,2011-08-03,CAT,,,,40258
2180,2011-08-03,DOG,,MALE,FAWN,40241
2181,2011-08-04,CAT,,MALE,BLK-WHT,40243
2182,2011-08-04,DOG,POODLE,,BLACK/GRAY,40291
2183,2011-08-03,CAT,,MALE,GRAY/WHITE,40202
2184,2011-08-01,DOG,,,WHITE,40202
2185,2011-07-28,DOG,AAUST. TERR.,MALE,BRN-WHT,40215
2186,2011-08-04,DOG,,MALE,BROWN,40212
2187,2011-08-05,DOG,,,,40211
2188,2011-08-05,CAT,,,,40272
2189,2011-08-03,DOG,NEW FOUNDLAND,,BLACK,40258
2190,2011-08-03,DOG,PIT BULL,MALE,BRN-WHT,40209
2191,2011-08-06,CAT,,,ORANGE,40222
2192,2011-08-06,DOG,BEAGLE,MALE,,40216
2193,2011-08-07,CAT,,MALE,GRAY,40056
2194,2011-08-07,DOG,,FEMALE,BROWN-WHT,40215
2195,2011-08-07,CAT,,FEMALE,TRI,40216
2196,2011-08-04,DOG,,,,40299
2197,2011-07-28,DOG,DOBERMAN,,BLK-TAN,40299
2198,2011-08-02,DOG,,MALE,WHT-BRN,40215
2199,2011-08-03,DOG,,MALE,BRN-BLK,40215
2200,2011-07-27,DOG,CHICHAUHUA,FEMALE,WHITE,40214
2201,2011-07-23,DOG,PIT BULL,MALE,WHITE,40207
2202,2011-08-06,DOG,,,BLK-GRAY,40214
2203,2011-08-01,DOG,PIT BULL,MALE,BROWN,40228
2204,2011-07-21,DOG,,FEMALE,BLUE-WHT,40208
2205,2011-07-20,DOG,,FEMALE,TRI,40217
2206,2011-08-09,DOG,COCKER SPAINEL,FEMALE,BROWN,40219
2207,2011-08-05,DOG,AM BULLDOG,MALE,TAN,40215
2208,2011-08-08,DOG,ROTTWEILER,MALE,BLK-TAN,47164
2209,2011-08-01,CAT,,MALE,ORANGE,40272
2210,2011-08-05,DOG,BULLMASTIFF,MALE,BRINDLE,40031
2211,2011-08-09,DOG,,MALE,YELLOW,40229
2212,2011-08-09,DOG,GERM SHEPHERD,MALE,BLK/BRN,40208
2213,2011-08-10,DOG,LHASA APSO,FEMALE,GRAY,40207
2214,2011-08-12,DOG,,MALE,BRN-WHT,40214
2215,2011-08-14,DOG,,MALE,BLACK,40299
2216,2011-08-12,DOG,PIT BULL,MALE,WHT-BRN,40220
2217,2011-08-12,CAT,,MALE,WHITE,40213
2218,2011-08-13,CAT,,,,40258
2219,2011-08-13,BAT,,,,40222
2220,2011-08-12,CAT,,MALE,BLACK,40245
2221,2011-08-14,CAT,,MALE,,40206
2222,2011-08-12,DOG,,MALE,,40203
2223,2011-08-04,CAT,,,GRAY,40214
2224,2011-08-12,DOG,PIT BULL,MALE,BRN-WHT,40258
2225,2011-08-11,DOG,,,BLACK,40299
2226,2011-08-13,DOG,,,,42211
2227,2011-08-13,CAT,,FEMALE,GREY-TAN,40207
2228,2011-08-15,DOG,,FEMALE,GREY-WHITE,40212
2229,2011-08-15,DOG,,,,40214
2230,2011-08-15,CAT,,,,40272
2231,2011-08-15,CAT,,MALE,TIGER STRI,40219
2232,2011-08-11,DOG,,MALE,GOLDEN,40215
2233,2011-08-10,DOG,PIT BULL,FEMALE,BROWN,40215
2234,2011-08-16,DOG,,MALE,BLK,40299
2235,2011-08-16,DOG,SHIH TZU,MALE,BLK-WHT,40272
2236,2011-08-15,CAT,,FEMALE,TABBY,40258
2237,2011-08-16,DOG,SHIH TZU,MALE,BRN-WHT,40218
2238,2011-08-17,DOG,BOXER,MALE,WHT-BRN,40218
2240,2011-08-16,CAT,,MALE,GRAY-WHT,40291
2241,2011-08-17,DOG,,MALE,BRN-WHT,40229
2242,2011-08-17,CAT,,MALE,GRAY/WHITE,40203
2243,2011-08-17,DOG,,MALE,BLACK,40216
2244,2011-08-18,DOG,,,,40243
2245,2011-08-18,DOG,BOXER,,,40214
2246,2011-08-18,DOG,,,,40291
2247,2011-08-14,DOG,,,,40220
2248,2011-08-16,DOG,,MALE,WHITE,40272
2249,2011-08-14,CAT,,FEMALE,FLAME,40223
2250,2011-08-05,CAT,,,,40213
2251,2011-08-17,DOG,GERM SHEPHERD,,BLACK,40206
2252,2011-08-14,CAT,,FEMALE,WHITE-BLK,40071
2253,2011-08-19,DOG,,,,40272
2254,2011-08-19,DOG,BERNESEN MT.,FEMALE,BLACK,40291
2255,2011-08-17,DOG,,,,40216
2256,2011-08-20,DOG,,MALE,BLACK,40214
2257,2011-08-20,DOG,,MALE,BROWN,40214
2258,2011-08-22,DOG,,MALE,BROWN,40206
2259,2011-08-21,DOG,MIN PIN,MALE,BLK-TAN,40214
2260,2011-08-22,DOG,,,BROWN-GRAY,40272
2261,2011-08-23,DOG,,,,40203
2262,2011-08-22,DOG,,MALE,BROWN,40217
2263,2011-08-17,CAT,,FEMALE,TORTOISE,40207
2264,2011-08-23,DOG,PIT BULL,FEMALE,BLK-WHT,40215
2265,2011-08-23,DOG,PIT BULL,,,40222
2266,2011-08-23,DOG,,,,40211
2267,2011-08-24,DOG,,FEMALE,WHITE,40214
2268,2011-08-22,CAT,,,GRAY,40165
2269,2011-08-24,DOG,GERM SHEPHERD,MALE,BLK-BRN,40222
2270,2011-08-22,CAT,,,GRAY,40228
2271,2011-08-22,DOG,BEAGLE,MALE,TRI,40218
2272,2011-08-26,DOG,PIT BULL,MALE,BRN-BEIGE,40211
2273,2011-08-26,CAT,,,,40206
2274,2011-08-28,DOG,BOXER,MALE,BROWN,40241
2275,2011-08-26,DOG,PIT BULL,FEMALE,,40216
2276,2011-08-26,CAT,,FEMALE,BLACK/WHIT,40206
2277,2011-08-28,DOG,,MALE,WHITE/BROW,40207
2278,2011-08-28,DOG,HAVANESE,FEMALE,BLK-WHT,40241
2279,2011-08-27,DOG,GREAT DANE,MALE,BLK-WHT,40222
2280,2011-08-26,DOG,DOBERMAN,FEMALE,BLACK,40229
2281,2011-08-26,DOG,BOXER,MALE,BROWN,40219
2282,2011-08-27,DOG,,,,40165
2283,2011-08-28,RACCOON,,,,40214
2284,2011-08-26,DOG,LABRADOR RETRIV,MALE,BLK-WHT,40207
2285,2011-08-26,DOG,LABRADOR RETRIV,MALE,YELLOW,40241
2286,2011-08-26,DOG,,,,40299
2287,2011-08-27,DOG,PIT BULL,,TAN & WHIT,40214
2288,2011-08-28,DOG,ROTTWEILER,,BLACK,40272
2289,2011-08-30,DOG,,FEMALE,BRN-WHT,40223
2290,2011-08-27,DOG,AKITA,,WHT-BROWN,40242
2291,2011-08-29,CAT,,,BLK-WHT,40204
2292,2011-08-22,DOG,ENGLISH SETTER,FEMALE,WHT-LIVER,40118
2293,2011-08-29,DOG,,FEMALE,BRN-BLK,40222
2294,2011-08-27,DOG,POMERANIAN,MALE,BROWN,40216
2295,2011-08-26,DOG,PIT BULL,MALE,TAN-WHT,40211
2296,2011-08-19,DOG,PIT BULL,FEMALE,BRN-BRINDL,40229
2297,2011-08-26,DOG,,MALE,TRI,40215
2298,2011-08-28,CAT,,,,40215
2299,2011-08-30,DOG,,FEMALE,BLK,40241
2300,2011-08-28,CAT,,,,40214
2301,2011-08-31,DOG,,,,40219
2302,2011-09-01,DOG,PIT BULL,MALE,TRI,40216
2303,2011-08-31,CAT,,,GRAY,40220
2304,2011-08-31,DOG,,,,40214
2305,2011-09-02,DOG,BEAGLE,MALE,BRN-WHT,40245
2306,2011-09-02,DOG,,,WHT-GRAY,
2307,2011-09-05,DOG,BEAGLE,MALE,TRI,40272
2308,2011-09-02,DOG,BEAGLE,MALE,TRI,40205
2309,2011-09-05,DOG,DOBERMAN,MALE,BLK-TAN,47150
2310,2011-09-02,CAT,,MALE,TRI,40213
2311,2011-09-02,DOG,,,,40216
2312,2011-09-03,DOG,LABRADOR RETRIV,FEMALE,BLACK,40004
2313,2011-09-03,DOG,,,,40214
2314,2011-09-06,DOG,GERM SHEPHERD,MALE,BRN-BLK,40214
2315,2011-09-05,DOG,,,BROWN,40213
2316,2011-09-03,DOG,,MALE,BROWN,40165
2317,2011-09-06,DOG,PIT BULL,MALE,RED-WHITE,40218
2318,2011-09-02,DOG,,,BRN-WHT,40014
2319,2011-09-06,CAT,,,,40299
2320,2011-09-04,DOG,,,,40229
2321,2011-08-31,DOG,,FEMALE,BROWN,40214
2322,2011-09-01,DOG,DACHSHUND,MALE,RED,40160
2323,2011-09-03,DOG,SHIH TZU,MALE,BLK-GRAY,40222
2324,2011-09-06,DOG,,MALE,GRAY-WHT,40219
2325,2011-08-30,DOG,,MALE,WHT-BROWN,40218
2326,2011-08-30,CAT,,,,40211
2327,2011-08-29,CAT,,MALE,ORANGE,40215
2328,2011-09-07,DOG,AM BULLDOG,MALE,TAN-WHT,40228
2329,2011-09-08,DOG,DACHSHUND,MALE,BLK-TAN,40220
2330,2011-09-08,CAT,,MALE,BLK,40218
2331,2011-09-11,DOG,SHIH TZU,MALE,TRI,40203
2332,2011-08-23,DOG,,FEMALE,BRN-WHT,40204
2333,2011-09-10,CAT,,FEMALE,BLK,40223
2334,2011-09-07,CAT,,,,40258
2335,2011-09-12,DOG,PIT BULL,FEMALE,BLK-WHT,40219
2336,2011-09-11,DOG,,,,40241
2337,2011-09-13,DOG,,MALE,BLK-WHT,40165
2338,2011-09-10,CAT,,,,40207
2339,2011-09-13,DOG,SCHNAUZER,FEMALE,BLK-WHT,40272
2340,2011-09-14,DOG,OTHER,FEMALE,BLACK,40205
2341,2011-09-14,DOG,,MALE,WHT-BRN,40212
2342,2011-09-14,DOG,LABRADOR RETRIV,MALE,,40272
2343,2011-09-14,DOG,,FEMALE,BLACK-WHT,40219
2344,2011-09-14,CAT,,,,40272
2345,2011-09-15,DOG,GERM SHEPHERD,MALE,BLK-TAN,40241
2346,2011-09-13,DOG,,MALE,TRI,40216
2347,2011-09-13,DOG,,MALE,BLK-WHT,40203
2348,2011-09-13,CAT,,FEMALE,GRAY,40203
2349,2011-09-10,DOG,PIT BULL,,BRN-BLK,40299
2351,2011-09-11,DOG,PIT BULL,MALE,WHT-BLACK,40258
2352,2011-09-12,CAT,,,,40217
2353,2011-09-04,DOG,,MALE,BLK-WHT,40299
2354,2011-09-10,DOG,,MALE,WHITE,40210
2355,2011-09-15,CAT,,MALE,WHITE-GRAY,40299
2356,2011-09-16,DOG,,MALE,BRN-WHT,40241
2357,2011-09-16,DOG,CHICHAUHUA,,,40258
2358,2011-09-18,DOG,GERM SHEPHERD,MALE,BLK-SILVER,40212
2359,2011-09-18,DOG,PIT BULL,,,40216
2360,2011-09-20,DOG,SHIH TZU,MALE,CREAM,40023
2361,2011-09-16,DOG,GERM SHEPHERD,MALE,BLK-BRN,40229
2362,2011-09-16,DOG,BULLMASTIFF,,FAWN,40216
2363,2011-09-19,DOG,AKITA,FEMALE,WHT-BLK,40272
2364,2011-09-19,DOG,OTHER,MALE,TRI,40216
2365,2011-09-15,DOG,,,,40242
2366,2011-09-16,DOG,PIT BULL,MALE,BLK-WHT,40299
2367,2011-09-15,DOG,,,CHOCOLATE,40205
2368,2011-09-20,DOG,PIT BULL,MALE,BROWN-TAN,40212
2371,2011-09-20,CAT,,,,40291
2372,2011-09-19,DOG,SHAR-PEI,MALE,BLONDE,40220
2373,2011-09-22,DOG,,,,40214
2374,2011-09-23,CAT,,FEMALE,GRAY,40218
2375,2011-09-22,CAT,,,,40204
2376,2011-09-23,DOG,DACHSHUND,FEMALE,BLACK,40204
2378,2011-09-23,CAT,,MALE,BRN-CREAM,40223
2379,2011-09-27,DOG,COCKAPOO,FEMALE,WHITE,40245
2380,2011-09-26,DOG,PIT BULL,MALE,BRN-WHT,40212
2381,2011-09-20,DOG,,,BRN-WHT,40299
2382,2011-09-22,DOG,,MALE,WHT-BRN,40214
2383,2011-09-26,DOG,,MALE,BLK-WHT,40218
2384,2011-09-25,DOG,,MALE,TRI,40203
2385,2011-09-26,DOG,GERM SHEPHERD,FEMALE,TRI,40291
2386,2011-09-25,DOG,PIT BULL,FEMALE,TAN,40204
2387,2011-09-27,CAT,,,YELLOW-WHT,40214
2388,2011-09-24,DOG,PIT BULL,,,40216
2389,2011-09-25,DOG,,,,40216
2390,2011-09-24,DOG,PIT BULL,MALE,BRN-WHT,40215
2391,2011-09-26,CAT,,FEMALE,GRAY,40207
2392,2011-09-26,DOG,,,,40218
2393,2011-09-26,DOG,,,,40243
2394,2011-09-26,DOG,,MALE,WHITE-BRN,40243
2395,2011-09-26,DOG,POMERANIAN,MALE,TAN-BRN,40214
2396,2011-09-26,DOG,,,,40214
2397,2011-09-24,DOG,OLD ENG SHP DOG,MALE,WHT-BRINDL,40222
2398,2011-09-25,DOG,,,,40223
2399,2011-09-24,CAT,,MALE,BLK-WHT,40218
2400,2011-09-29,DOG,,MALE,BR-BRINDLE,40212
2401,2011-09-29,DOG,,MALE,RED-BLK,40206
2402,2011-09-26,DOG,,,,40211
2403,2011-09-28,CAT,,MALE,TAN,44136
2404,2011-10-03,DOG,PIT BULL,,BLK-WHT,40215
2405,2011-10-02,DOG,,FEMALE,BLK-WHT,40272
2406,2011-10-02,DOG,POMERANIAN,MALE,BROWN,40229
2407,2011-10-02,DOG,DACHSHUND,MALE,RED,40205
2408,2011-10-02,DOG,MIN PIN,,,40220
2409,2011-10-01,DOG,BOXER,FEMALE,,40205
2410,2011-09-30,CAT,,FEMALE,BLK-WHT,40213
2411,2011-09-30,DOG,,,BLK,40213
2412,2011-09-30,DOG,GREAT PYRENEESE,,WHITE,40216
2413,2011-10-03,DOG,MIN PIN,FEMALE,BLK-BRN,40229
2414,2011-10-03,CAT,,,,40023
2415,2011-10-02,CAT,,MALE,BLK,40205
2416,2011-10-03,DOG,,,,40216
2417,2011-09-30,DOG,,MALE,TRI,47165
2418,2011-09-29,CAT,,FEMALE,BROWN,40228
2419,2011-09-28,DOG,BOXER,FEMALE,BRN-WHT,40258
2420,2011-10-05,DOG,PIT BULL,FEMALE,WHT-BLK,40291
2421,2011-10-04,DOG,,,,40208
2422,2011-10-04,DOG,BULLMASTIFF,MALE,BROWN,40211
2423,2011-10-05,DOG,AKITA,FEMALE,TRI,40008
2424,2011-10-04,CAT,,,,40213
2425,2011-10-06,DOG,PIT BULL,MALE,BROWN,40213
2426,2011-10-07,DOG,ROTTWEILER,,BLK,40217
2427,2011-10-09,DOG,,MALE,TAN,40211
2428,2011-10-08,DOG,DOBERMAN,,,40258
2429,2011-10-07,DOG,MALTASE,MALE,WHITE,40272
2430,2011-10-08,DOG,GERM SHEPHERD,MALE,BRN-BLK,40299
2431,2011-10-08,DOG,,MALE,TAN,40229
2432,2011-10-10,DOG,,,,40223
2433,2011-10-10,DOG,PIT BULL,MALE,BLK-WHT,40211
2434,2011-10-10,DOG,,,,40215
2435,2011-10-11,CAT,,MALE,ORANGE-WHT,40205
2436,2011-10-11,DOG,,,,40218
2437,2011-10-11,DOG,PIT BULL,MALE,BLK-WHT,40211
2438,2011-10-10,DOG,,MALE,WHITE,40219
2439,2011-10-12,DOG,,,,40222
2440,2011-10-13,DOG,GERM SHEPHERD,MALE,BLK,40241
2441,2011-10-12,DOG,,,,40229
2442,2011-10-12,CAT,,MALE,CHOCOLATE,40059
2443,2011-10-05,DOG,,,BROWN,40210
2444,2011-10-15,DOG,,FEMALE,BLONDE,40229
2445,2011-10-11,DOG,,MALE,BROWN,40229
2447,2011-10-09,DOG,CHICHAUHUA,MALE,WHT-BLK,40212
2448,2011-10-07,DOG,,MALE,BRN-WHT,40220
2449,2011-10-03,DOG,BOXER,,TRI,40211
2450,2011-10-14,DOG,AAUST. TERR.,FEMALE,BRN-WHT,40206
2451,2011-10-15,DOG,PIT BULL,MALE,WHITE,40160
2452,2011-10-17,DOG,,,,40210
2453,2011-10-15,DOG,,FEMALE,BLK-WHT,40208
2454,2011-10-18,DOG,CHICHAUHUA,FEMALE,BLK-WHT,40071
2455,2011-10-19,DOG,MIN PIN,FEMALE,BLK-TAN,40165
2456,2011-10-14,DOG,,MALE,BRN-TAN,40229
2457,2011-10-15,DOG,,,TAN,40210
2459,2011-10-14,DOG,,,TAN-BLK,40213
2460,2011-10-20,DOG,PIT BULL,,,40216
2461,2011-10-14,CAT,,FEMALE,BLK-BRN,40241
2462,2011-10-23,DOG,,MALE,BROWN,40291
2463,2011-10-08,DOG,BEAGLE,FEMALE,BLK-WHT,40214
2464,2011-10-21,CAT,,,,40215
2465,2011-10-21,DOG,,MALE,BLK-WHT,40272
2466,2011-10-22,DOG,AM BULLDOG,MALE,WHT-BRN,40203
2467,2011-10-21,DOG,,MALE,WHEATON,40165
2468,2011-10-24,DOG,,MALE,BROWN,40229
2469,2011-10-24,DOG,,MALE,BLK-BRN,40216
2470,2011-10-24,DOG,,,,40205
2471,2011-10-24,DOG,PIT BULL,MALE,WHT-BLK,40204
2472,2011-10-18,DOG,,FEMALE,WHITE-BRN,40220
2473,2011-10-20,DOG,,,,40207
2474,2011-10-24,DOG,,MALE,RED,40023
2475,2011-10-27,DOG,BEAGLE,MALE,BROWN,40214
2476,2011-10-22,DOG,,MALE,BRN-WHT,40228
2477,2011-10-25,DOG,PIT BULL,MALE,TRI,40203
2478,2011-10-16,DOG,,,BLK-WHT,40272
2479,2011-10-05,HORSE,,FEMALE,CHESTNUT,40299
2480,2011-10-22,DOG,AKITA,MALE,BLK-WHT,40211
2481,2011-10-20,DOG,,MALE,TRI,40213
2482,2011-10-28,DOG,,MALE,TAN,40299
2483,2011-10-28,CAT,,MALE,ORANGE,40216
2484,2011-10-30,DOG,,MALE,TAN,40272
2485,2011-10-25,DOG,DACHSHUND,FEMALE,REDDISH BR,40217
2486,2011-10-29,DOG,,MALE,WHITE,24091
2487,2011-10-29,DOG,,,,40214
2488,2011-10-31,DOG,,MALE,WHITE,40214
2489,2011-10-22,DOG,,MALE,WHT-BLK,40059
2490,2011-10-28,DOG,ROTTWEILER,MALE,BLACK,47130
2491,2011-10-27,DOG,PIT BULL,MALE,RED-WHT,40212
2492,2011-11-01,DOG,SHIH TZU,MALE,GREY-WHT,40272
2493,2011-10-31,CAT,,,,40272
2494,2011-11-01,DOG,CHICHAUHUA,MALE,BRN-WHT,40218
2495,2011-11-01,DOG,,MALE,BLK-GREY M,40205
2496,2011-11-02,DOG,,,,40220
2497,2011-11-03,DOG,,,BLK,40216
2498,2011-11-02,DOG,,,,40214
2499,2011-11-03,DOG,,,,40205
2500,2011-11-02,DOG,,,,40216
2501,2011-11-04,DOG,,,,40213
2502,2011-11-04,DOG,,MALE,WHITE-SPOT,40205
2503,2011-11-05,DOG,GERM SHEPHERD,MALE,BROWNISH T,40211
2504,2011-11-05,DOG,,FEMALE,BROWN,40258
2505,2011-11-06,CAT,,MALE,BLK-WHT,40245
2506,2011-11-02,DOG,,FEMALE,BROWN,40210
2507,2011-11-07,DOG,,,,40219
2508,2011-11-07,DOG,COCKER SPAINEL,MALE,BLK,40245
2509,2011-11-02,DOG,,,BLK-TAN,40215
2510,2011-10-29,DOG,,MALE,RED-BRN,40214
2511,2011-11-01,DOG,PIT BULL,FEMALE,BLUE,40208
2512,2011-11-05,DOG,SHIH TZU,,FAWN,40208
2513,2011-11-07,DOG,,MALE,TAN,40291
2514,2011-11-05,DOG,SHIH TZU,,FAWN,40208
2515,2011-11-10,CAT,,FEMALE,ORANGE,40299
2516,2011-11-12,DOG,,,BLACK,40211
2517,2011-11-13,DOG,BOXER,FEMALE,BRINDLE,40219
2518,2011-11-11,CAT,,MALE,TABBT,40229
2519,2011-11-12,CAT,,,,46131
2520,2011-11-12,CAT,,FEMALE,BLK,78258
2521,2011-11-12,DOG,,MALE,BRN-RED,40215
2522,2011-11-14,DOG,GERM SHEPHERD,MALE,TAN/BROWN,40218
2523,2011-11-15,DOG,GERM SHEPHERD,FEMALE,BLACK/BROW,40059
2524,2011-11-13,CAT,,,,40241
2525,2011-11-16,CAT,,FEMALE,WHT-GRAY-B,40299
2526,2011-11-16,CAT,,MALE,BROWN,40205
2527,2011-11-16,DOG,,,,40208
2528,2011-11-16,DOG,PIT BULL,MALE,TAN,40219
2529,2011-11-17,DOG,,MALE,BLK-WHT,40220
2530,2011-11-20,DOG,SHIH TZU,MALE,BLK-WHT,40218
2531,2011-11-20,DOG,,MALE,BROWN,40223
